Channel Number,Channel Name,Start Time,Duration,Program Name
28,TCT HD,21:00,55,3ABN Today
28,TCT HD,22:00,58,Discover
28,TCT HD,23:00,58,The Sanctuary
29,Christian Television Network,00:00,120,Movie
29,Christian Television Network,02:00,30,Rise Up
29,Christian Television Network,02:30,30,Colorful Cooking
29,Christian Television Network,03:00,30,Lifestyle Magazine
29,Christian Television Network,03:30,90,12 Weeks to Wellness
29,Christian Television Network,05:00,30,Intersections
29,Christian Television Network,05:30,30,Rise Up
29,Christian Television Network,06:00,30,A New Day
29,Christian Television Network,06:30,30,LifeStart
29,Christian Television Network,07:00,30,Kitchen Conversations
29,Christian Television Network,07:30,30,Hot Health
29,Christian Television Network,08:00,30,Journey of Hope
29,Christian Television Network,08:30,30,McDougall MD
29,Christian Television Network,09:00,30,Chat N' Chew
29,Christian Television Network,09:30,30,Healing Hope
29,Christian Television Network,10:00,30,Straight Talk
29,Christian Television Network,10:30,30,Heart of Health
29,Christian Television Network,11:00,30,This Life
29,Christian Television Network,11:30,30,Rise Up
29,Christian Television Network,12:00,60,The Whole Message
29,Christian Television Network,13:00,30,Awesome Science
29,Christian Television Network,13:30,30,Help! I'm a Parent
29,Christian Television Network,14:00,30,Lifestyle & Prev Care
29,Christian Television Network,14:30,30,Concept
29,Christian Television Network,15:00,120,Movie
29,Christian Television Network,17:00,30,Intersections
29,Christian Television Network,17:30,30,A New Day
29,Christian Television Network,18:00,30,LifeStart
29,Christian Television Network,18:30,30,Kitchen Conversations
29,Christian Television Network,19:00,30,Hot Health
29,Christian Television Network,19:30,30,Journey of Hope
29,Christian Television Network,20:00,30,McDougall MD
29,Christian Television Network,20:30,30,Chat N' Chew
29,Christian Television Network,21:00,30,Healing Hope
29,Christian Television Network,21:30,30,Straight Talk
29,Christian Television Network,22:00,30,Heart of Health
29,Christian Television Network,22:30,30,This Life
29,Christian Television Network,23:00,30,dLife
29,Christian Television Network,23:30,30,Drugs Close to Home
30,God's Learning Channel,00:00,30,Currently Being Updated
30,God's Learning Channel,00:30,30,Currently Being Updated
30,God's Learning Channel,01:00,30,Currently Being Updated
30,God's Learning Channel,01:30,30,Currently Being Updated
30,God's Learning Channel,02:00,30,Currently Being Updated
30,God's Learning Channel,02:30,30,Currently Being Updated
30,God's Learning Channel,03:00,30,Currently Being Updated
30,God's Learning Channel,03:30,30,Currently Being Updated
30,God's Learning Channel,04:00,30,Currently Being Updated
30,God's Learning Channel,04:30,30,Currently Being Updated
30,God's Learning Channel,05:00,30,Currently Being Updated
30,God's Learning Channel,05:30,30,Currently Being Updated
30,God's Learning Channel,06:00,30,Currently Being Updated
30,God's Learning Channel,06:30,30,Currently Being Updated
30,God's Learning Channel,07:00,30,Currently Being Updated
30,God's Learning Channel,07:30,30,Currently Being Updated
30,God's Learning Channel,08:00,30,Currently Being Updated
30,God's Learning Channel,08:30,30,Currently Being Updated
30,God's Learning Channel,09:00,30,Currently Being Updated
30,God's Learning Channel,09:30,30,Currently Being Updated
30,God's Learning Channel,10:00,30,Currently Being Updated
30,God's Learning Channel,10:30,30,Currently Being Updated
30,God's Learning Channel,11:00,30,Currently Being Updated
30,God's Learning Channel,11:30,30,Currently Being Updated
30,God's Learning Channel,12:00,30,Currently Being Updated
30,God's Learning Channel,12:30,30,Currently Being Updated
30,God's Learning Channel,13:00,30,Currently Being Updated
30,God's Learning Channel,13:30,30,Currently Being Updated
30,God's Learning Channel,14:00,30,Currently Being Updated
30,God's Learning Channel,14:30,30,Currently Being Updated
30,God's Learning Channel,15:00,30,Currently Being Updated
30,God's Learning Channel,15:30,30,Currently Being Updated
30,God's Learning Channel,16:00,30,Currently Being Updated
30,God's Learning Channel,16:30,30,Currently Being Updated
30,God's Learning Channel,17:00,30,Currently Being Updated
30,God's Learning Channel,17:30,30,Currently Being Updated
30,God's Learning Channel,18:00,30,Currently Being Updated
30,God's Learning Channel,18:30,30,Currently Being Updated
30,God's Learning Channel,19:00,30,Currently Being Updated
30,God's Learning Channel,19:30,30,Currently Being Updated
30,God's Learning Channel,20:00,30,Currently Being Updated
30,God's Learning Channel,20:30,30,Currently Being Updated
30,God's Learning Channel,21:00,30,Currently Being Updated
30,God's Learning Channel,21:30,30,Currently Being Updated
30,God's Learning Channel,22:00,30,Currently Being Updated
30,God's Learning Channel,22:30,30,Currently Being Updated
30,God's Learning Channel,23:00,30,Currently Being Updated
30,God's Learning Channel,23:30,30,Currently Being Updated
31,Emmanuel TV,00:00,90,Clancy
31,Emmanuel TV,01:30,120,Found
31,Emmanuel TV,03:30,90,Home Sweet Home
31,Emmanuel TV,05:00,30,Adventures in Odyssey
31,Emmanuel TV,05:30,30,Another Sommertime Adventure
31,Emmanuel TV,06:00,30,Super Simple Science Stuff
31,Emmanuel TV,06:30,30,Captain Chuckleberry
31,Emmanuel TV,07:00,30,'Tween You and Me
31,Emmanuel TV,07:30,30,Cowboy Dan's Frontier
31,Emmanuel TV,08:00,30,Gospel Bill
31,Emmanuel TV,08:30,30,Sarah's Stories
31,Emmanuel TV,09:00,115,Sky Dog
31,Emmanuel TV,10:55,5,RoboDad
31,Emmanuel TV,11:00,60,Answers in Genesis
31,Emmanuel TV,12:00,60,Gaither Gospel Hour
31,Emmanuel TV,13:00,30,TCT Today
31,Emmanuel TV,13:30,30,Swan's Place
31,Emmanuel TV,14:00,90,The Theory of Everything
31,Emmanuel TV,15:30,30,Free Indeed
31,Emmanuel TV,16:00,30,Parent Compass
31,Emmanuel TV,16:30,60,CURE America-Star Parker
31,Emmanuel TV,17:30,30,Life Outreach International
31,Emmanuel TV,18:00,60,Sue Thomas F.B. Eye
31,Emmanuel TV,19:00,60,Pacific Garden Mission
31,Emmanuel TV,20:00,30,Spiritual Authority with Bishop George Bloomer
31,Emmanuel TV,20:30,150,The Way of the Master
31,Emmanuel TV,23:00,60,What If?
34,WOCB,00:00,30,You & Me
34,WOCB,00:30,30,No Show Info
34,WOCB,01:00,60,Bill Gaither Homecoming Hr. (cc)
34,WOCB,02:00,60,Leslie Hale (cc)
34,WOCB,03:00,30,*Star Family* (E/I Ages 6-12)
34,WOCB,03:30,30,*Becky's Barn* (E/I Ages 3-7) (cc)
34,WOCB,04:00,30,*Gospel Bill* (E/I Ages 6-12)
34,WOCB,04:30,30,*Heath & Checker Show* (E/I Ages  8-12) (cc)
34,WOCB,05:00,30,*Ignite Your Light Kidz* (E/I Ages  1-10) (cc)
34,WOCB,05:30,30,*Chicklet Club * (E/I ages7-11) (28:30)
34,WOCB,06:00,30,*Dr Wonder's Work-shop* (E/I Ages 5-12)
34,WOCB,06:30,30,*Super Book *  (E/I Ages 3-12)
34,WOCB,07:00,30,Pastor Henry Babers Sr.
34,WOCB,07:30,30,Tight Line
34,WOCB,08:00,30,Life Outreach International
34,WOCB,08:30,30,Joseph Prince Special
34,WOCB,09:00,30,Special Program OTO
34,WOCB,09:30,30,Carroll Roberson
34,WOCB,10:00,30,It's Supernatural with Sid Roth
34,WOCB,10:30,30,Great American Gospel
34,WOCB,11:00,60,The Jim Baker Show
34,WOCB,12:00,30,Voice of Evangelism Pastor David Lankford
34,WOCB,12:30,30,News Updates RHB
34,WOCB,13:00,60,Your Health with Dr. Richard and Cindy Becker
34,WOCB,14:00,60,Christian Worship Hour
34,WOCB,15:00,60,Celebration under the Silverdome Pastor Dan Betzer
34,WOCB,16:00,30,TheTHREE with Laura Harris Smith
34,WOCB,16:30,30,The Voice of the Eternal Gospel
34,WOCB,17:00,30,Mark T. Barclay
34,WOCB,17:30,30,Prophecy Watchers
34,WOCB,18:00,30,Pastor Ock Soo Park’s Lectures on the Gospel of Mark
34,WOCB,18:30,30,Billy Graham Classics
34,WOCB,19:00,30,Watch Therefore - Dov Schwarz
34,WOCB,19:30,60,The Tom Laipply Podcast
34,WOCB,20:30,30,Christian Music Countdown
34,WOCB,21:00,30,Brian Houston at Hillsong TV (28:30)
34,WOCB,21:30,30,Gospel Voice with Derrick Williams
34,WOCB,22:00,30,Christian Music Countdown
34,WOCB,22:30,30,Generation Now
34,WOCB,23:00,30,Change TV
34,WOCB,23:30,30,TV One Life
35,3ABN Francias,00:00,60,LIGHT OF THE SOUTHWEST PART 2
35,3ABN Francias,01:00,60,Shepherd's Heart
35,3ABN Francias,02:00,30,Church of the Way Humberto Porras
35,3ABN Francias,02:30,30,Restore Zion Yohanan Salamanca
35,3ABN Francias,03:00,60,LIGHT OF THE SOUTHWEST PART 1
35,3ABN Francias,04:00,60,LIGHT OF THE SOUTHWEST PART 2
35,3ABN Francias,05:00,30,Ignite Your Light Kidz E/I 3-10
35,3ABN Francias,05:30,30,Creation Proclaims E/I 06-16
35,3ABN Francias,06:00,30,Creation Magazine Live! E/I 12-16
35,3ABN Francias,06:30,30,Faith for Families Joe McGee
35,3ABN Francias,07:00,30,Update News / DBI
35,3ABN Francias,07:30,30,A Promise of Things to Come FFOZ
35,3ABN Francias,08:00,30,"Rocks, Shovels & Manuscripts Steve Shermett"
35,3ABN Francias,08:30,30,Israel First TV w/ Martin & Nathalie
35,3ABN Francias,09:00,60,Truth for Life Alistair Begg
35,3ABN Francias,10:00,30,American Heritage Series David Barton
35,3ABN Francias,10:30,30,Freedom Alive Matt Staver
35,3ABN Francias,11:00,30,Hidden in the Hebrew with Uri Harel
35,3ABN Francias,11:30,30,Cowgirl Logic Crystal Lyons
35,3ABN Francias,12:00,60,LIGHT OF THE SOUTHWEST PART 1
35,3ABN Francias,13:00,60,LIGHT OF THE SOUTHWEST PART 2
35,3ABN Francias,14:00,30,Eye On Health Dr Rebecca Thomas
35,3ABN Francias,14:30,60,Shepherd's Heart
35,3ABN Francias,15:30,30,For the Love of My People R' Itzhak Shapira
35,3ABN Francias,16:00,30,On Wings of Truth Dr. W McDonald
35,3ABN Francias,16:30,30,Jesus IS Involved In Politics Neil Mammen
35,3ABN Francias,17:00,30,Man On The Street
35,3ABN Francias,17:30,30,Our Messiah is Jewish Mottel Baleston
35,3ABN Francias,18:00,60,LIGHT OF THE SOUTHWEST PART 1
35,3ABN Francias,19:00,60,LIGHT OF THE SOUTHWEST PART 2
35,3ABN Francias,20:00,30,Way of the Master Ray Comfort
35,3ABN Francias,20:30,30,The Isaiah Project Rev ML Johnson
35,3ABN Francias,21:00,30,Christ for the Crescent Moon Mani Erfan
35,3ABN Francias,21:30,30,Creation Magazine Live! CMI
35,3ABN Francias,22:00,30,Our Messiah is Jewish Mottel Baleston
35,3ABN Francias,22:30,30,A Promise of Things to Come FFOZ
35,3ABN Francias,23:00,60,LIGHT OF THE SOUTHWEST PART 1
36,3ABN Latino,00:00,30,Currently Being Updated
36,3ABN Latino,00:30,30,Currently Being Updated
36,3ABN Latino,01:00,30,Currently Being Updated
36,3ABN Latino,01:30,30,Currently Being Updated
36,3ABN Latino,02:00,30,Currently Being Updated
36,3ABN Latino,02:30,30,Currently Being Updated
36,3ABN Latino,03:00,30,Currently Being Updated
36,3ABN Latino,03:30,30,Currently Being Updated
36,3ABN Latino,04:00,30,Currently Being Updated
36,3ABN Latino,04:30,30,Currently Being Updated
36,3ABN Latino,05:00,30,Currently Being Updated
36,3ABN Latino,05:30,30,Currently Being Updated
36,3ABN Latino,06:00,30,Currently Being Updated
36,3ABN Latino,06:30,30,Currently Being Updated
36,3ABN Latino,07:00,30,Currently Being Updated
36,3ABN Latino,07:30,30,Currently Being Updated
36,3ABN Latino,08:00,30,Currently Being Updated
36,3ABN Latino,08:30,30,Currently Being Updated
36,3ABN Latino,09:00,30,Currently Being Updated
36,3ABN Latino,09:30,30,Currently Being Updated
36,3ABN Latino,10:00,30,Currently Being Updated
36,3ABN Latino,10:30,30,Currently Being Updated
36,3ABN Latino,11:00,30,Currently Being Updated
36,3ABN Latino,11:30,30,Currently Being Updated
36,3ABN Latino,12:00,30,Currently Being Updated
36,3ABN Latino,12:30,30,Currently Being Updated
36,3ABN Latino,13:00,30,Currently Being Updated
36,3ABN Latino,13:30,30,Currently Being Updated
36,3ABN Latino,14:00,30,Currently Being Updated
36,3ABN Latino,14:30,30,Currently Being Updated
36,3ABN Latino,15:00,30,Currently Being Updated
36,3ABN Latino,15:30,30,Currently Being Updated
36,3ABN Latino,16:00,30,Currently Being Updated
36,3ABN Latino,16:30,30,Currently Being Updated
36,3ABN Latino,17:00,30,Currently Being Updated
36,3ABN Latino,17:30,30,Currently Being Updated
36,3ABN Latino,18:00,30,Currently Being Updated
36,3ABN Latino,18:30,30,Currently Being Updated
36,3ABN Latino,19:00,30,Currently Being Updated
36,3ABN Latino,19:30,30,Currently Being Updated
36,3ABN Latino,20:00,30,Currently Being Updated
36,3ABN Latino,20:30,30,Currently Being Updated
36,3ABN Latino,21:00,30,Currently Being Updated
36,3ABN Latino,21:30,30,Currently Being Updated
36,3ABN Latino,22:00,30,Currently Being Updated
36,3ABN Latino,22:30,30,Currently Being Updated
36,3ABN Latino,23:00,30,Currently Being Updated
36,3ABN Latino,23:30,30,Currently Being Updated
37,3ABN International,00:00,30,Currently Being Updated
37,3ABN International,00:30,30,Currently Being Updated
37,3ABN International,01:00,30,Currently Being Updated
37,3ABN International,01:30,30,Currently Being Updated
37,3ABN International,02:00,30,Currently Being Updated
37,3ABN International,02:30,30,Currently Being Updated
37,3ABN International,03:00,30,Currently Being Updated
37,3ABN International,03:30,30,Currently Being Updated
37,3ABN International,04:00,30,Currently Being Updated
37,3ABN International,04:30,30,Currently Being Updated
37,3ABN International,05:00,30,Currently Being Updated
37,3ABN International,05:30,30,Currently Being Updated
37,3ABN International,06:00,30,Currently Being Updated
37,3ABN International,06:30,30,Currently Being Updated
37,3ABN International,07:00,30,Currently Being Updated
37,3ABN International,07:30,30,Currently Being Updated
37,3ABN International,08:00,30,Currently Being Updated
37,3ABN International,08:30,30,Currently Being Updated
37,3ABN International,09:00,30,Currently Being Updated
37,3ABN International,09:30,30,Currently Being Updated
37,3ABN International,10:00,30,Currently Being Updated
37,3ABN International,10:30,30,Currently Being Updated
37,3ABN International,11:00,30,Currently Being Updated
37,3ABN International,11:30,30,Currently Being Updated
37,3ABN International,12:00,30,Currently Being Updated
37,3ABN International,12:30,30,Currently Being Updated
37,3ABN International,13:00,30,Currently Being Updated
37,3ABN International,13:30,30,Currently Being Updated
37,3ABN International,14:00,30,Currently Being Updated
37,3ABN International,14:30,30,Currently Being Updated
37,3ABN International,15:00,30,Currently Being Updated
37,3ABN International,15:30,30,Currently Being Updated
37,3ABN International,16:00,30,Currently Being Updated
37,3ABN International,16:30,30,Currently Being Updated
37,3ABN International,17:00,30,Currently Being Updated
37,3ABN International,17:30,30,Currently Being Updated
37,3ABN International,18:00,30,Currently Being Updated
37,3ABN International,18:30,30,Currently Being Updated
37,3ABN International,19:00,30,Currently Being Updated
37,3ABN International,19:30,30,Currently Being Updated
37,3ABN International,20:00,30,Currently Being Updated
37,3ABN International,20:30,30,Currently Being Updated
37,3ABN International,21:00,30,Currently Being Updated
37,3ABN International,21:30,30,Currently Being Updated
37,3ABN International,22:00,30,Currently Being Updated
37,3ABN International,22:30,30,Currently Being Updated
37,3ABN International,23:00,30,Currently Being Updated
37,3ABN International,23:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",00:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",00:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",01:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",01:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",02:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",02:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",03:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",03:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",04:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",04:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",05:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",05:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",06:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",06:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",07:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",07:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",08:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",08:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",09:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",09:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",10:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",10:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",11:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",11:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",12:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",12:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",13:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",13:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",14:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",14:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",15:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",15:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",16:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",16:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",17:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",17:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",18:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",18:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",19:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",19:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",20:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",20:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",21:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",21:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",22:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",22:30,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",23:00,30,Currently Being Updated
39,"SuperChannel  (WACX -DTV Orlando, Florida)",23:30,30,Currently Being Updated
40,God Television (Asia),00:00,30,Currently Being Updated
40,God Television (Asia),00:30,30,Currently Being Updated
40,God Television (Asia),01:00,30,Currently Being Updated
40,God Television (Asia),01:30,30,Currently Being Updated
40,God Television (Asia),02:00,30,Currently Being Updated
40,God Television (Asia),02:30,30,Currently Being Updated
40,God Television (Asia),03:00,30,Currently Being Updated
40,God Television (Asia),03:30,30,Currently Being Updated
40,God Television (Asia),04:00,30,Currently Being Updated
40,God Television (Asia),04:30,30,Currently Being Updated
40,God Television (Asia),05:00,30,Currently Being Updated
40,God Television (Asia),05:30,30,Currently Being Updated
40,God Television (Asia),06:00,30,Currently Being Updated
40,God Television (Asia),06:30,30,Currently Being Updated
40,God Television (Asia),07:00,30,Currently Being Updated
40,God Television (Asia),07:30,30,Currently Being Updated
40,God Television (Asia),08:00,30,Currently Being Updated
40,God Television (Asia),08:30,30,Currently Being Updated
40,God Television (Asia),09:00,30,Currently Being Updated
40,God Television (Asia),09:30,30,Currently Being Updated
40,God Television (Asia),10:00,30,Currently Being Updated
40,God Television (Asia),10:30,30,Currently Being Updated
40,God Television (Asia),11:00,30,Currently Being Updated
40,God Television (Asia),11:30,30,Currently Being Updated
40,God Television (Asia),12:00,30,Currently Being Updated
40,God Television (Asia),12:30,30,Currently Being Updated
40,God Television (Asia),13:00,30,Currently Being Updated
40,God Television (Asia),13:30,30,Currently Being Updated
40,God Television (Asia),14:00,30,Currently Being Updated
40,God Television (Asia),14:30,30,Currently Being Updated
40,God Television (Asia),15:00,30,Currently Being Updated
40,God Television (Asia),15:30,30,Currently Being Updated
40,God Television (Asia),16:00,30,Currently Being Updated
40,God Television (Asia),16:30,30,Currently Being Updated
40,God Television (Asia),17:00,30,Currently Being Updated
40,God Television (Asia),17:30,30,Currently Being Updated
40,God Television (Asia),18:00,30,Currently Being Updated
40,God Television (Asia),18:30,30,Currently Being Updated
40,God Television (Asia),19:00,30,Currently Being Updated
40,God Television (Asia),19:30,30,Currently Being Updated
40,God Television (Asia),20:00,30,Currently Being Updated
40,God Television (Asia),20:30,30,Currently Being Updated
40,God Television (Asia),21:00,30,Currently Being Updated
40,God Television (Asia),21:30,30,Currently Being Updated
40,God Television (Asia),22:00,30,Currently Being Updated
40,God Television (Asia),22:30,30,Currently Being Updated
40,God Television (Asia),23:00,30,Currently Being Updated
40,God Television (Asia),23:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),00:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),00:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),01:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),01:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),02:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),02:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),03:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),03:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),04:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),04:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),05:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),05:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),06:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),06:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),07:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),07:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),08:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),08:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),09:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),09:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),10:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),10:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),11:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),11:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),12:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),12:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),13:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),13:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),14:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),14:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),15:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),15:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),16:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),16:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),17:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),17:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),18:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),18:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),19:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),19:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),20:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),20:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),21:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),21:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),22:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),22:30,30,Currently Being Updated
41,God Television (Africa- Satellite Live),23:00,30,Currently Being Updated
41,God Television (Africa- Satellite Live),23:30,30,Currently Being Updated
42,God Television (Australia),00:00,30,Currently Being Updated
42,God Television (Australia),00:30,30,Currently Being Updated
42,God Television (Australia),01:00,30,Currently Being Updated
42,God Television (Australia),01:30,30,Currently Being Updated
42,God Television (Australia),02:00,30,Currently Being Updated
42,God Television (Australia),02:30,30,Currently Being Updated
42,God Television (Australia),03:00,30,Currently Being Updated
42,God Television (Australia),03:30,30,Currently Being Updated
42,God Television (Australia),04:00,30,Currently Being Updated
42,God Television (Australia),04:30,30,Currently Being Updated
42,God Television (Australia),05:00,30,Currently Being Updated
42,God Television (Australia),05:30,30,Currently Being Updated
42,God Television (Australia),06:00,30,Currently Being Updated
42,God Television (Australia),06:30,30,Currently Being Updated
42,God Television (Australia),07:00,30,Currently Being Updated
42,God Television (Australia),07:30,30,Currently Being Updated
42,God Television (Australia),08:00,30,Currently Being Updated
42,God Television (Australia),08:30,30,Currently Being Updated
42,God Television (Australia),09:00,30,Currently Being Updated
42,God Television (Australia),09:30,30,Currently Being Updated
42,God Television (Australia),10:00,30,Currently Being Updated
42,God Television (Australia),10:30,30,Currently Being Updated
42,God Television (Australia),11:00,30,Currently Being Updated
42,God Television (Australia),11:30,30,Currently Being Updated
42,God Television (Australia),12:00,30,Currently Being Updated
42,God Television (Australia),12:30,30,Currently Being Updated
42,God Television (Australia),13:00,30,Currently Being Updated
42,God Television (Australia),13:30,30,Currently Being Updated
42,God Television (Australia),14:00,30,Currently Being Updated
42,God Television (Australia),14:30,30,Currently Being Updated
42,God Television (Australia),15:00,30,Currently Being Updated
42,God Television (Australia),15:30,30,Currently Being Updated
42,God Television (Australia),16:00,30,Currently Being Updated
42,God Television (Australia),16:30,30,Currently Being Updated
42,God Television (Australia),17:00,30,Currently Being Updated
42,God Television (Australia),17:30,30,Currently Being Updated
42,God Television (Australia),18:00,30,Currently Being Updated
42,God Television (Australia),18:30,30,Currently Being Updated
42,God Television (Australia),19:00,30,Currently Being Updated
42,God Television (Australia),19:30,30,Currently Being Updated
42,God Television (Australia),20:00,30,Currently Being Updated
42,God Television (Australia),20:30,30,Currently Being Updated
42,God Television (Australia),21:00,30,Currently Being Updated
42,God Television (Australia),21:30,30,Currently Being Updated
42,God Television (Australia),22:00,30,Currently Being Updated
42,God Television (Australia),22:30,30,Currently Being Updated
42,God Television (Australia),23:00,30,Currently Being Updated
42,God Television (Australia),23:30,30,Currently Being Updated
43,God Television (UK - Satellite Live),00:00,60,What if the apocalypse was right
43,God Television (UK - Satellite Live),01:00,60,Lyrics of Victoire
43,God Television (UK - Satellite Live),02:00,60,It is written
43,God Television (UK - Satellite Live),03:00,60,Convictions
43,God Television (UK - Satellite Live),04:00,30,The good choice
43,God Television (UK - Satellite Live),04:30,30,What if the apocalypse was right
43,God Television (UK - Satellite Live),05:00,30,I believe it
43,God Television (UK - Satellite Live),05:30,30,Women's hearts
43,God Television (UK - Satellite Live),06:00,25,Jesus and the emotions
43,God Television (UK - Satellite Live),06:25,35,The best way
43,God Television (UK - Satellite Live),07:00,30,Convictions
43,God Television (UK - Satellite Live),07:30,30,Born to Serve
