Channel Number,Channel Name,Start Time,Duration,Program Name
52,Gospel Broadcasting Network,00:30,30,Currently Being Updated
52,Gospel Broadcasting Network,01:00,30,Currently Being Updated
52,Gospel Broadcasting Network,01:30,30,Currently Being Updated
52,Gospel Broadcasting Network,02:00,30,Currently Being Updated
52,Gospel Broadcasting Network,02:30,30,Currently Being Updated
52,Gospel Broadcasting Network,03:00,30,Currently Being Updated
52,Gospel Broadcasting Network,03:30,30,Currently Being Updated
52,Gospel Broadcasting Network,04:00,30,Currently Being Updated
52,Gospel Broadcasting Network,04:30,30,Currently Being Updated
52,Gospel Broadcasting Network,05:00,30,Currently Being Updated
52,Gospel Broadcasting Network,05:30,30,Currently Being Updated
52,Gospel Broadcasting Network,06:00,30,Currently Being Updated
52,Gospel Broadcasting Network,06:30,30,Currently Being Updated
52,Gospel Broadcasting Network,07:00,30,Currently Being Updated
52,Gospel Broadcasting Network,07:30,30,Currently Being Updated
52,Gospel Broadcasting Network,08:00,30,Currently Being Updated
52,Gospel Broadcasting Network,08:30,30,Currently Being Updated
52,Gospel Broadcasting Network,09:00,30,Currently Being Updated
52,Gospel Broadcasting Network,09:30,30,Currently Being Updated
52,Gospel Broadcasting Network,10:00,30,Currently Being Updated
52,Gospel Broadcasting Network,10:30,30,Currently Being Updated
52,Gospel Broadcasting Network,11:00,30,Currently Being Updated
52,Gospel Broadcasting Network,11:30,30,Currently Being Updated
52,Gospel Broadcasting Network,12:00,30,Currently Being Updated
52,Gospel Broadcasting Network,12:30,30,Currently Being Updated
52,Gospel Broadcasting Network,13:00,30,Currently Being Updated
52,Gospel Broadcasting Network,13:30,30,Currently Being Updated
52,Gospel Broadcasting Network,14:00,30,Currently Being Updated
52,Gospel Broadcasting Network,14:30,30,Currently Being Updated
52,Gospel Broadcasting Network,15:00,30,Currently Being Updated
52,Gospel Broadcasting Network,15:30,30,Currently Being Updated
52,Gospel Broadcasting Network,16:00,30,Currently Being Updated
52,Gospel Broadcasting Network,16:30,30,Currently Being Updated
52,Gospel Broadcasting Network,17:00,30,Currently Being Updated
52,Gospel Broadcasting Network,17:30,30,Currently Being Updated
52,Gospel Broadcasting Network,18:00,30,Currently Being Updated
52,Gospel Broadcasting Network,18:30,30,Currently Being Updated
52,Gospel Broadcasting Network,19:00,30,Currently Being Updated
52,Gospel Broadcasting Network,19:30,30,Currently Being Updated
52,Gospel Broadcasting Network,20:00,30,Currently Being Updated
52,Gospel Broadcasting Network,20:30,30,Currently Being Updated
52,Gospel Broadcasting Network,21:00,30,Currently Being Updated
52,Gospel Broadcasting Network,21:30,30,Currently Being Updated
52,Gospel Broadcasting Network,22:00,30,Currently Being Updated
52,Gospel Broadcasting Network,22:30,30,Currently Being Updated
52,Gospel Broadcasting Network,23:00,30,Currently Being Updated
52,Gospel Broadcasting Network,23:30,30,Currently Being Updated
53,The Word Network,00:00,30,Currently Being Updated
53,The Word Network,00:30,30,Currently Being Updated
53,The Word Network,01:00,30,Currently Being Updated
53,The Word Network,01:30,30,Currently Being Updated
53,The Word Network,02:00,30,Currently Being Updated
53,The Word Network,02:30,30,Currently Being Updated
53,The Word Network,03:00,30,Currently Being Updated
53,The Word Network,03:30,30,Currently Being Updated
53,The Word Network,04:00,30,Currently Being Updated
53,The Word Network,04:30,30,Currently Being Updated
53,The Word Network,05:00,30,Currently Being Updated
53,The Word Network,05:30,30,Currently Being Updated
53,The Word Network,06:00,30,Currently Being Updated
53,The Word Network,06:30,30,Currently Being Updated
53,The Word Network,07:00,30,Currently Being Updated
53,The Word Network,07:30,30,Currently Being Updated
53,The Word Network,08:00,30,Currently Being Updated
53,The Word Network,08:30,30,Currently Being Updated
53,The Word Network,09:00,30,Currently Being Updated
53,The Word Network,09:30,30,Currently Being Updated
53,The Word Network,10:00,30,Currently Being Updated
53,The Word Network,10:30,30,Currently Being Updated
53,The Word Network,11:00,30,Currently Being Updated
53,The Word Network,11:30,30,Currently Being Updated
53,The Word Network,12:00,30,Currently Being Updated
53,The Word Network,12:30,30,Currently Being Updated
53,The Word Network,13:00,30,Currently Being Updated
53,The Word Network,13:30,30,Currently Being Updated
53,The Word Network,14:00,30,Currently Being Updated
53,The Word Network,14:30,30,Currently Being Updated
53,The Word Network,15:00,30,Currently Being Updated
53,The Word Network,15:30,30,Currently Being Updated
53,The Word Network,16:00,30,Currently Being Updated
53,The Word Network,16:30,30,Currently Being Updated
53,The Word Network,17:00,30,Currently Being Updated
53,The Word Network,17:30,30,Currently Being Updated
53,The Word Network,18:00,30,Currently Being Updated
53,The Word Network,18:30,30,Currently Being Updated
53,The Word Network,19:00,30,Currently Being Updated
53,The Word Network,19:30,30,Currently Being Updated
53,The Word Network,20:00,30,Currently Being Updated
53,The Word Network,20:30,30,Currently Being Updated
53,The Word Network,21:00,30,Currently Being Updated
53,The Word Network,21:30,30,Currently Being Updated
53,The Word Network,22:00,30,Currently Being Updated
53,The Word Network,22:30,30,Currently Being Updated
53,The Word Network,23:00,30,Currently Being Updated
53,The Word Network,23:30,30,Currently Being Updated
54,Hope Channel,00:00,30,Currently Being Updated
54,Hope Channel,00:30,30,Currently Being Updated
54,Hope Channel,01:00,30,Currently Being Updated
54,Hope Channel,01:30,30,Currently Being Updated
54,Hope Channel,02:00,30,Currently Being Updated
54,Hope Channel,02:30,30,Currently Being Updated
54,Hope Channel,03:00,30,Currently Being Updated
54,Hope Channel,03:30,30,Currently Being Updated
54,Hope Channel,04:00,30,Currently Being Updated
54,Hope Channel,04:30,30,Currently Being Updated
54,Hope Channel,05:00,30,Currently Being Updated
54,Hope Channel,05:30,30,Currently Being Updated
54,Hope Channel,06:00,30,Currently Being Updated
54,Hope Channel,06:30,30,Currently Being Updated
54,Hope Channel,07:00,30,Currently Being Updated
54,Hope Channel,07:30,30,Currently Being Updated
54,Hope Channel,08:00,30,Currently Being Updated
54,Hope Channel,08:30,30,Currently Being Updated
54,Hope Channel,09:00,30,Currently Being Updated
54,Hope Channel,09:30,30,Currently Being Updated
54,Hope Channel,10:00,30,Currently Being Updated
54,Hope Channel,10:30,30,Currently Being Updated
54,Hope Channel,11:00,30,Currently Being Updated
54,Hope Channel,11:30,30,Currently Being Updated
54,Hope Channel,12:00,30,Currently Being Updated
54,Hope Channel,12:30,30,Currently Being Updated
54,Hope Channel,13:00,30,Currently Being Updated
54,Hope Channel,13:30,30,Currently Being Updated
54,Hope Channel,14:00,30,Currently Being Updated
54,Hope Channel,14:30,30,Currently Being Updated
54,Hope Channel,15:00,30,Currently Being Updated
54,Hope Channel,15:30,30,Currently Being Updated
54,Hope Channel,16:00,30,Currently Being Updated
54,Hope Channel,16:30,30,Currently Being Updated
54,Hope Channel,17:00,30,Currently Being Updated
54,Hope Channel,17:30,30,Currently Being Updated
54,Hope Channel,18:00,30,Currently Being Updated
54,Hope Channel,18:30,30,Currently Being Updated
54,Hope Channel,19:00,30,Currently Being Updated
54,Hope Channel,19:30,30,Currently Being Updated
54,Hope Channel,20:00,30,Currently Being Updated
54,Hope Channel,20:30,30,Currently Being Updated
54,Hope Channel,21:00,30,Currently Being Updated
54,Hope Channel,21:30,30,Currently Being Updated
54,Hope Channel,22:00,30,Currently Being Updated
54,Hope Channel,22:30,30,Currently Being Updated
54,Hope Channel,23:00,30,Currently Being Updated
54,Hope Channel,23:30,30,Currently Being Updated
55,Corner Stone TV,00:00,30,Currently Being Updated
55,Corner Stone TV,00:30,30,Currently Being Updated
55,Corner Stone TV,01:00,30,Currently Being Updated
55,Corner Stone TV,01:30,30,Currently Being Updated
55,Corner Stone TV,02:00,30,Currently Being Updated
55,Corner Stone TV,02:30,30,Currently Being Updated
55,Corner Stone TV,03:00,30,Currently Being Updated
55,Corner Stone TV,03:30,30,Currently Being Updated
55,Corner Stone TV,04:00,30,Currently Being Updated
55,Corner Stone TV,04:30,30,Currently Being Updated
55,Corner Stone TV,05:00,30,Currently Being Updated
55,Corner Stone TV,05:30,30,Currently Being Updated
55,Corner Stone TV,06:00,30,Currently Being Updated
55,Corner Stone TV,06:30,30,Currently Being Updated
55,Corner Stone TV,07:00,30,Currently Being Updated
55,Corner Stone TV,07:30,30,Currently Being Updated
55,Corner Stone TV,08:00,30,Currently Being Updated
55,Corner Stone TV,08:30,30,Currently Being Updated
55,Corner Stone TV,09:00,30,Currently Being Updated
55,Corner Stone TV,09:30,30,Currently Being Updated
55,Corner Stone TV,10:00,30,Currently Being Updated
55,Corner Stone TV,10:30,30,Currently Being Updated
55,Corner Stone TV,11:00,30,Currently Being Updated
55,Corner Stone TV,11:30,30,Currently Being Updated
55,Corner Stone TV,12:00,30,Currently Being Updated
55,Corner Stone TV,12:30,30,Currently Being Updated
55,Corner Stone TV,13:00,30,Currently Being Updated
55,Corner Stone TV,13:30,30,Currently Being Updated
55,Corner Stone TV,14:00,30,Currently Being Updated
55,Corner Stone TV,14:30,30,Currently Being Updated
55,Corner Stone TV,15:00,30,Currently Being Updated
55,Corner Stone TV,15:30,30,Currently Being Updated
55,Corner Stone TV,16:00,30,Currently Being Updated
55,Corner Stone TV,16:30,30,Currently Being Updated
55,Corner Stone TV,17:00,30,Currently Being Updated
55,Corner Stone TV,17:30,30,Currently Being Updated
55,Corner Stone TV,18:00,30,Currently Being Updated
55,Corner Stone TV,18:30,30,Currently Being Updated
55,Corner Stone TV,19:00,30,Currently Being Updated
55,Corner Stone TV,19:30,30,Currently Being Updated
55,Corner Stone TV,20:00,30,Currently Being Updated
55,Corner Stone TV,20:30,30,Currently Being Updated
55,Corner Stone TV,21:00,30,Currently Being Updated
55,Corner Stone TV,21:30,30,Currently Being Updated
55,Corner Stone TV,22:00,30,Currently Being Updated
55,Corner Stone TV,22:30,30,Currently Being Updated
55,Corner Stone TV,23:00,30,Currently Being Updated
55,Corner Stone TV,23:30,30,Currently Being Updated
56,LLBN,00:30,30,By his Hand - 25 Years of GOD TV
56,LLBN,01:00,30,Jerusalem Dateline
56,LLBN,01:30,30,Amazing Facts With Doug Batchelor
56,LLBN,02:00,30,John Hagee Ministries
56,LLBN,02:30,60,The Prayer Room
56,LLBN,03:30,40,King of Glory conference
56,LLBN,04:10,20,God TV Worship
56,LLBN,04:30,30,GOD TV Content
56,LLBN,05:00,30,Walking By Faith
56,LLBN,05:30,30,Amazing Facts With Doug Batchelor
56,LLBN,06:00,30,Message Trust - Eden The Walk
56,LLBN,06:30,30,Parent Compass
56,LLBN,07:00,30,The Cry with Betty King
56,LLBN,07:30,30,Courts Of Heaven
56,LLBN,08:00,30,The Jewish Jesus With Rabbi Kirt Schneider
56,LLBN,08:30,60,The Revival Train - Angus Buchan
56,LLBN,09:30,30,GOD TV Content
56,LLBN,10:00,30,God at Work
56,LLBN,10:30,60,ORU Chapel
56,LLBN,11:30,30,Desire of All Nations
56,LLBN,12:00,30,Israel: The Prophetic Connection
56,LLBN,12:30,30,Gather
56,LLBN,13:00,30,Michael Youssef
56,LLBN,13:30,30,GOD TV Content
56,LLBN,14:00,30,Life On Fire
56,LLBN,14:30,30,Jewish Voice - Rabbi Bernis
56,LLBN,15:00,30,A Life You Love with Renee Evans
56,LLBN,15:30,60,John Kilpatrick
56,LLBN,16:30,120,GOD TV Content
56,LLBN,18:30,30,GOD TV Standing Together
56,LLBN,19:00,30,God TV Worship
56,LLBN,19:30,30,A Life You Love with Renee Evans
56,LLBN,20:00,30,God at Work
56,LLBN,20:30,30,By his Hand - 25 Years of GOD TV
56,LLBN,21:00,120,GOD TV Content
56,LLBN,23:00,30,GOD TV Standing Together
56,LLBN,23:30,30,God TV Worship
57,Son Broadcasting Network,00:00,30,Studio Five
57,Son Broadcasting Network,00:30,30,The 700 Club Canada
57,Son Broadcasting Network,01:00,30,Faithwire
57,Son Broadcasting Network,01:30,60,The 700 Club
57,Son Broadcasting Network,02:30,30,Flying House
57,Son Broadcasting Network,03:00,30,Classic Superbook
57,Son Broadcasting Network,03:30,30,Storyteller Cafe
57,Son Broadcasting Network,04:00,30,Superbook
57,Son Broadcasting Network,04:30,30,Flying House
57,Son Broadcasting Network,05:00,30,Classic Superbook
57,Son Broadcasting Network,05:30,30,Storyteller Cafe
57,Son Broadcasting Network,06:00,30,Superbook
57,Son Broadcasting Network,06:30,60,The 700 Club
57,Son Broadcasting Network,07:30,30,Faith Nation
57,Son Broadcasting Network,08:00,30,Prayer Link
57,Son Broadcasting Network,08:30,30,Jerusalem Dateline
57,Son Broadcasting Network,09:00,30,Newswatch
57,Son Broadcasting Network,09:30,30,Faith Nation
57,Son Broadcasting Network,10:00,30,On The Homefront
57,Son Broadcasting Network,10:30,60,The 700 Club
57,Son Broadcasting Network,11:30,30,Superbook
57,Son Broadcasting Network,12:00,30,Superbook
57,Son Broadcasting Network,12:30,30,The 700 Club Canada
57,Son Broadcasting Network,13:00,30,Christian World News
57,Son Broadcasting Network,13:30,30,Faith Nation
57,Son Broadcasting Network,14:00,90,Our Father - Keys To The Lord's Prayer
57,Son Broadcasting Network,15:30,30,The Fall of Constantinople
57,Son Broadcasting Network,16:00,30,Pocahontas
57,Son Broadcasting Network,16:30,60,The 700 Club
57,Son Broadcasting Network,17:30,30,Healthy Living
57,Son Broadcasting Network,18:00,90,To Life
57,Son Broadcasting Network,19:30,60,The 700 Club
57,Son Broadcasting Network,20:30,30,Newswatch
57,Son Broadcasting Network,21:00,30,700 Club Interactive
57,Son Broadcasting Network,21:30,60,Protect Your Heart
57,Son Broadcasting Network,22:30,60,To Life
58,BEVERLY HILLBILLIES TV,00:00,30,Amazing Facts presents
58,BEVERLY HILLBILLIES TV,00:30,30,Restoration Road
58,BEVERLY HILLBILLIES TV,01:00,30,My Alaska
58,BEVERLY HILLBILLIES TV,01:30,30,Breath of Life
58,BEVERLY HILLBILLIES TV,02:00,60,Discover Prophecy
58,BEVERLY HILLBILLIES TV,03:00,60,Sabbath School Study Hour
58,BEVERLY HILLBILLIES TV,04:00,30,Esta' Escrito
58,BEVERLY HILLBILLIES TV,04:30,30,Canadian It Is Written
58,BEVERLY HILLBILLIES TV,05:00,60,Sabbath School Study Hour
58,BEVERLY HILLBILLIES TV,06:00,30,Classic Breath of Life
58,BEVERLY HILLBILLIES TV,06:30,30,It Is Written
58,BEVERLY HILLBILLIES TV,07:00,30,Faith For Today
58,BEVERLY HILLBILLIES TV,07:30,30,Awesome Scients
58,BEVERLY HILLBILLIES TV,08:00,30,Discovery Jones
58,BEVERLY HILLBILLIES TV,08:30,30,Gerbert
58,BEVERLY HILLBILLIES TV,09:00,60,Everlasting Gospel
58,BEVERLY HILLBILLIES TV,10:00,60,Hope Lives
58,BEVERLY HILLBILLIES TV,11:00,30,It Is Written
58,BEVERLY HILLBILLIES TV,11:30,30,Gospel Outreach
58,BEVERLY HILLBILLIES TV,12:00,30,Classic Breath of Life
58,BEVERLY HILLBILLIES TV,12:30,30,My Alaska with Ken Crawford
58,BEVERLY HILLBILLIES TV,13:00,30,Sermon On The Mount
58,BEVERLY HILLBILLIES TV,13:30,30,It Is Written
58,BEVERLY HILLBILLIES TV,14:00,60,New Perceptions
58,BEVERLY HILLBILLIES TV,15:00,30,Purely Music
58,BEVERLY HILLBILLIES TV,15:30,30,Native New Day
58,BEVERLY HILLBILLIES TV,16:00,60,Conversations About God
58,BEVERLY HILLBILLIES TV,17:00,30,Gospel Outreach
58,BEVERLY HILLBILLIES TV,17:30,30,AWR 360
58,BEVERLY HILLBILLIES TV,18:00,60,Carter Report
58,BEVERLY HILLBILLIES TV,19:00,60,Hope Lives 365
58,BEVERLY HILLBILLIES TV,20:00,60,Dr. David DeRose
58,BEVERLY HILLBILLIES TV,21:00,60,Classic Arts
58,BEVERLY HILLBILLIES TV,22:00,60,Classic Arts
58,BEVERLY HILLBILLIES TV,23:00,60,New Perceptions
59,ABN AFRICA,00:00,23,BDN P56 B2 362M
59,ABN AFRICA,00:23,1,PSAT1_30 Siempre Estare Aqui
59,ABN AFRICA,00:24,1,CDCT1_01 Regresar a Nuestras Vidas (Espanol)
59,ABN AFRICA,00:25,1,PROT1_29 LLBN Latino Promo
59,ABN AFRICA,00:27,2,MUS_T02_57
59,ABN AFRICA,00:30,38,APA_0003_T38_10 La Aparicion
59,ABN AFRICA,01:08,3,MUS_T03_59
59,ABN AFRICA,01:12,1,PSAT1_30 El Mundo
59,ABN AFRICA,01:13,1,PROT1_29 LLBN Latino Promo
59,ABN AFRICA,01:15,9,RDA_Vol 4 Part 21_T09_14 - El misterio
59,ABN AFRICA,01:24,5,MUS_T05_08
59,ABN AFRICA,01:29,0,PROT30sec 6 languages
59,ABN AFRICA,01:30,27,ACR_001_T27_39
59,ABN AFRICA,01:57,2,MUS_T02_11
59,ABN AFRICA,02:00,28,NGP_T28_34 Leonardo Da Vinci
59,ABN AFRICA,02:28,0,SIDT30sec V1
59,ABN AFRICA,02:29,0,PSAT1_00 Todo es Posible
59,ABN AFRICA,02:30,27,MAI_052_T27_43
59,ABN AFRICA,02:57,2,MUS_T02_10
59,ABN AFRICA,02:59,0,SIDbT07
59,ABN AFRICA,03:00,7,MEF_07A_T07_24
59,ABN AFRICA,03:07,14,MEF_07B_T14_28
59,ABN AFRICA,03:21,6,MEF_07C_T06_40
59,ABN AFRICA,03:28,1,DONT1_08 Rasi H Donaciones
59,ABN AFRICA,03:29,0,PSAT20s El Pan
59,ABN AFRICA,03:30,28,DAP220T28_00
59,ABN AFRICA,03:58,1,PSAT1_00 - Juan (Espanol)
59,ABN AFRICA,03:59,0,SIDbT03
59,ABN AFRICA,03:59,0,PSAT30sec Todo es Posible
59,ABN AFRICA,03:59,0,PROT30sec 6 languages
59,ABN AFRICA,04:00,49,SQR_005_T49_29
59,ABN AFRICA,04:49,1,DONT1_00 Bullon donacion
59,ABN AFRICA,04:50,2,MUS_T02_26
59,ABN AFRICA,04:52,0,PSAT30sec Comparte el Amor
59,ABN AFRICA,04:53,2,MUS_T02_55
59,ABN AFRICA,04:56,0,SLOT12s VargasA
59,ABN AFRICA,04:56,0,SLOT12s VargasS
59,ABN AFRICA,04:56,3,MUS_T03_17
59,ABN AFRICA,05:10,1,CDCT1_01 - Abuelita (Espanol)
59,ABN AFRICA,05:11,1,PSAT60s Change the Outcome (Spanish)
59,ABN AFRICA,05:12,5,MUS_T05_06
59,ABN AFRICA,05:17,0,DRPT31sec Proverbios 2:6-15a
59,ABN AFRICA,05:17,5,MUS_T05_14
59,ABN AFRICA,05:22,0,SLOT12s CanizalesR
59,ABN AFRICA,05:23,1,LIV_T1_20 - Carrot
59,ABN AFRICA,05:24,5,MUS_T05_31
59,ABN AFRICA,05:29,0,SIDbT06
59,ABN AFRICA,05:30,30,CLL_S1E06_T30_00
59,ABN AFRICA,06:00,25,MUS_HSC 028_T25_45
59,ABN AFRICA,06:25,1,PSAT1_30 Siempre Estare Aqui
59,ABN AFRICA,06:27,1,CDCT1_01 Nos Estaremos Viendo (Espanol)
59,ABN AFRICA,06:28,1,MUS_T01_25
59,ABN AFRICA,06:29,0,PSAT20s El Autobus
59,ABN AFRICA,06:30,25,NHP_0007_T25_55 La Malvada Sodoma
59,ABN AFRICA,06:55,0,SLOT12s RasiJ
59,ABN AFRICA,06:56,3,MUS_T03_54
59,ABN AFRICA,07:10,1,CDCT1_01 - Abuelita (Espanol)
59,ABN AFRICA,07:11,1,PSAT60s Change the Outcome (Spanish)
59,ABN AFRICA,07:12,5,MUS_T05_06
59,ABN AFRICA,07:17,0,DRPT31sec Proverbios 2:6-15a
59,ABN AFRICA,07:17,5,MUS_T05_14
59,ABN AFRICA,07:22,0,SLOT12s CanizalesR
59,ABN AFRICA,07:23,1,LIV_T1_20 - Carrot
59,ABN AFRICA,07:24,5,MUS_T05_31
59,ABN AFRICA,07:29,0,SIDbT06
59,ABN AFRICA,07:30,28,HEA_06_T28_33
59,ABN AFRICA,07:58,1,DONT1_28 Serrano Salim Donaciones
59,ABN AFRICA,08:00,28,CAN_S01E03_T28_32
59,ABN AFRICA,08:28,1,DONT1_08 Rasi H Donaciones
59,ABN AFRICA,08:29,0,PSAT20s El Trafico
59,ABN AFRICA,08:30,38,APA_0003_T38_10 La Aparicion
59,ABN AFRICA,09:08,3,MUS_T03_59
59,ABN AFRICA,09:12,1,PSAT1_30 El Mundo
59,ABN AFRICA,09:13,1,PROT1_29 LLBN Latino Promo
59,ABN AFRICA,09:15,9,RDA_Vol 4 Part 21_T09_14 - El misterio
59,ABN AFRICA,09:24,5,MUS_T05_08
59,ABN AFRICA,09:29,0,PROT30sec 6 languages
59,ABN AFRICA,09:30,28,ACR_002_T28_29
59,ABN AFRICA,09:58,1,PSAT1_00 Todo es Posible
59,ABN AFRICA,09:59,0,DRPT31sec Proverbios 2:16-19 B
59,ABN AFRICA,10:00,23,NGP_T23_41 Louis Pasteur
59,ABN AFRICA,10:23,2,PROT2_00 Carlos L Iglesia Local
59,ABN AFRICA,10:25,4,MUS_T04_20
59,ABN AFRICA,10:30,25,MAI_053_T25_59
59,ABN AFRICA,10:55,1,PROT1_29 LLBN Latino Promo
59,ABN AFRICA,10:57,2,MUS_T02_22
59,ABN AFRICA,11:00,29,MEF_08_T29_02
59,ABN AFRICA,11:29,0,DONT59sec Torres Ariel Donacion
59,ABN AFRICA,11:30,28,DAP172T28_00
59,ABN AFRICA,11:58,1,PSAT1_00 - Juan (Espanol)
59,ABN AFRICA,11:59,1,CDCT1_01 Nos Estaremos Viendo (Espanol)
59,ABN AFRICA,12:00,56,SQR_006_T56_28
59,ABN AFRICA,12:56,1,DONT1_00 Bullon donacion
59,ABN AFRICA,12:57,0,SLOT12s VargasA
59,ABN AFRICA,12:57,0,SLOT12s VargasS
59,ABN AFRICA,12:57,2,MUS_T02_08
59,ABN AFRICA,13:10,1,CDCT1_01 - Abuelita (Espanol)
59,ABN AFRICA,13:11,1,PSAT60s Change the Outcome (Spanish)
59,ABN AFRICA,13:12,5,MUS_T05_06
59,ABN AFRICA,13:17,0,DRPT31sec Proverbios 2:6-15a
59,ABN AFRICA,13:17,5,MUS_T05_14
59,ABN AFRICA,13:22,0,SLOT12s CanizalesR
59,ABN AFRICA,13:23,1,LIV_T1_20 - Carrot
59,ABN AFRICA,13:24,5,MUS_T05_31
59,ABN AFRICA,13:29,0,SIDbT06
59,ABN AFRICA,13:30,30,CLL_S1E06_T30_00
59,ABN AFRICA,14:00,25,MUS_HSC 028_T25_45
59,ABN AFRICA,14:25,1,PSAT1_30 Siempre Estare Aqui
59,ABN AFRICA,14:27,1,CDCT1_01 Nos Estaremos Viendo (Espanol)
59,ABN AFRICA,14:28,1,MUS_T01_25
59,ABN AFRICA,14:29,0,PSAT20s El Autobus
59,ABN AFRICA,14:30,25,NHP_0007_T25_55 La Malvada Sodoma
59,ABN AFRICA,14:55,0,SLOT12s RasiJ
59,ABN AFRICA,14:56,3,MUS_T03_54
59,ABN AFRICA,15:10,1,CDCT1_01 - Abuelita (Espanol)
59,ABN AFRICA,15:11,1,PSAT60s Change the Outcome (Spanish)
59,ABN AFRICA,15:12,5,MUS_T05_06
59,ABN AFRICA,15:17,0,DRPT31sec Proverbios 2:6-15a
59,ABN AFRICA,15:17,5,MUS_T05_14
59,ABN AFRICA,15:22,0,SLOT12s CanizalesR
59,ABN AFRICA,15:23,1,LIV_T1_20 - Carrot
59,ABN AFRICA,15:24,5,MUS_T05_31
59,ABN AFRICA,15:29,0,SIDbT06
59,ABN AFRICA,15:30,28,HEA_06_T28_33
59,ABN AFRICA,15:58,1,DONT1_28 Serrano Salim Donaciones
59,ABN AFRICA,16:00,28,CAN_S01E03_T28_32
59,ABN AFRICA,16:28,1,DONT1_08 Rasi H Donaciones
59,ABN AFRICA,16:29,0,PSAT20s El Trafico
59,ABN AFRICA,16:30,38,APA_0003_T38_10 La Aparicion
59,ABN AFRICA,17:08,3,MUS_T03_59
59,ABN AFRICA,17:12,1,PSAT1_30 El Mundo
59,ABN AFRICA,17:13,1,PROT1_29 LLBN Latino Promo
59,ABN AFRICA,17:15,9,RDA_Vol 4 Part 21_T09_14 - El misterio
59,ABN AFRICA,17:24,5,MUS_T05_08
59,ABN AFRICA,17:29,0,PROT30sec 6 languages
59,ABN AFRICA,17:30,28,ACR_002_T28_29
59,ABN AFRICA,17:58,1,PSAT1_00 Todo es Posible
59,ABN AFRICA,17:59,0,DRPT31sec Proverbios 2:16-19 B
59,ABN AFRICA,18:00,23,NGP_T23_41 Louis Pasteur
59,ABN AFRICA,18:23,2,PROT2_00 Carlos L Iglesia Local
59,ABN AFRICA,18:25,4,MUS_T04_20
59,ABN AFRICA,18:30,28,GAP_0096B_T28_30
59,ABN AFRICA,18:58,1,PSAT1_30 El Mundo
59,ABN AFRICA,19:00,4,MUS_T04_31
59,ABN AFRICA,19:04,2,MUS_T02_03
59,ABN AFRICA,19:06,4,MUS_T04_30
59,ABN AFRICA,19:11,5,MUS_T05_57
59,ABN AFRICA,19:17,1,PSAT1_00 El Pan
59,ABN AFRICA,19:18,0,SIDT30sec V1
59,ABN AFRICA,19:18,2,MUS_T02_29
59,ABN AFRICA,19:21,3,MUS_T03_57
59,ABN AFRICA,19:24,2,MUS_T02_43
59,ABN AFRICA,19:27,2,MUS_T02_10
59,ABN AFRICA,19:30,28,DAP220T28_00
59,ABN AFRICA,19:58,1,PSAT1_00 - Juan (Espanol)
59,ABN AFRICA,19:59,0,SIDbT03
59,ABN AFRICA,19:59,0,PSAT30sec Todo es Posible
59,ABN AFRICA,19:59,0,PROT30sec 6 languages
59,ABN AFRICA,20:00,56,SQR_006_T56_28
59,ABN AFRICA,20:56,1,DONT1_00 Bullon donacion
59,ABN AFRICA,20:57,0,SLOT12s VargasA
59,ABN AFRICA,20:57,0,SLOT12s VargasS
59,ABN AFRICA,20:57,2,MUS_T02_08
59,ABN AFRICA,21:10,1,CDCT1_01 - Abuelita (Espanol)
59,ABN AFRICA,21:11,1,PSAT60s Change the Outcome (Spanish)
59,ABN AFRICA,21:12,5,MUS_T05_06
59,ABN AFRICA,21:17,0,DRPT31sec Proverbios 2:6-15a
59,ABN AFRICA,21:17,5,MUS_T05_14
59,ABN AFRICA,21:22,0,SLOT12s CanizalesR
59,ABN AFRICA,21:23,1,LIV_T1_20 - Carrot
59,ABN AFRICA,21:24,5,MUS_T05_31
59,ABN AFRICA,21:29,0,SIDbT06
59,ABN AFRICA,21:30,30,CLL_S1E06_T30_00
59,ABN AFRICA,22:00,25,MUS_HSC 028_T25_45
59,ABN AFRICA,22:25,1,PSAT1_30 Siempre Estare Aqui
59,ABN AFRICA,22:27,1,CDCT1_01 Nos Estaremos Viendo (Espanol)
59,ABN AFRICA,22:28,1,MUS_T01_25
59,ABN AFRICA,22:29,0,PSAT20s El Autobus
59,ABN AFRICA,22:30,25,NHP_0007_T25_55 La Malvada Sodoma
59,ABN AFRICA,22:55,0,SLOT12s RasiJ
59,ABN AFRICA,22:56,3,MUS_T03_54
59,ABN AFRICA,23:10,1,CDCT1_01 - Abuelita (Espanol)
59,ABN AFRICA,23:11,1,PSAT60s Change the Outcome (Spanish)
59,ABN AFRICA,23:12,5,MUS_T05_06
59,ABN AFRICA,23:17,0,DRPT31sec Proverbios 2:6-15a
59,ABN AFRICA,23:17,5,MUS_T05_14
59,ABN AFRICA,23:22,0,SLOT12s CanizalesR
59,ABN AFRICA,23:23,1,LIV_T1_20 - Carrot
59,ABN AFRICA,23:24,5,MUS_T05_31
59,ABN AFRICA,23:29,0,SIDbT06
59,ABN AFRICA,23:30,28,ALO_008_T28_51 Juan Surroca 1
59,ABN AFRICA,23:58,1,PSAT1_00 Comparte el Amor
60,Sid Roth - It's Supernatural Network,00:00,0,Next Add Malayalam - Moses the man of Integrity - Pr. Santho
60,Sid Roth - It's Supernatural Network,00:00,1,A60s Fundraiser Larry Geraty 01 M2 20160903
